SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount
SO56591,1,09/22/2021,Jennifer Rogers,jennifer55@adventure-works.com,"Road-750 Black, 52",1,539.99,43.1992
SO56591,2,09/22/2021,Jennifer Rogers,jennifer55@adventure-works.com,LL Road Tire,1,21.49,1.7192
SO56591,3,09/22/2021,Jennifer Rogers,jennifer55@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56552,1,09/22/2021,Xavier Davis,xavier5@adventure-works.com,"Mountain-500 Black, 52",1,539.99,43.1992
SO56552,2,09/22/2021,Xavier Davis,xavier5@adventure-works.com,Mountain Bottle Cage,1,9.99,0.7992
SO56552,3,09/22/2021,Xavier Davis,xavier5@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56552,4,09/22/2021,Xavier Davis,xavier5@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56553,1,09/22/2021,Arturo Shan,arturo35@adventure-works.com,"Road-250 Black, 48",1,2443.35,195.468
SO56553,2,09/22/2021,Arturo Shan,arturo35@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56553,3,09/22/2021,Arturo Shan,arturo35@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56553,4,09/22/2021,Arturo Shan,arturo35@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56557,3,09/22/2021,Toni Srini,toni8@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56557,1,09/22/2021,Toni Srini,toni8@adventure-works.com,ML Mountain Tire,1,29.99,2.3992
SO56557,2,09/22/2021,Toni Srini,toni8@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56589,1,09/22/2021,Drew Anand,drew23@adventure-works.com,"Road-750 Black, 48",1,539.99,43.1992
SO56589,2,09/22/2021,Drew Anand,drew23@adventure-works.com,AWC Logo Cap,1,8.99,0.7192
SO56554,1,09/22/2021,Samantha Russell,samantha42@adventure-works.com,Touring Tire Tube,1,4.99,0.3992
SO56547,1,09/22/2021,Micheal Blanco,micheal11@adventure-works.com,Bike Wash - Dissolver,1,7.95,0.636
SO56580,1,09/22/2021,Pamela Garcia,pamela18@adventure-works.com,"Sport-100 Helmet, Blue",1,34.99,2.7992
SO56580,2,09/22/2021,Pamela Garcia,pamela18@adventure-works.com,AWC Logo Cap,1,8.99,0.7192
SO56594,1,09/22/2021,Erica Hu,erica19@adventure-works.com,"Road-750 Black, 58",1,539.99,43.1992
SO56594,2,09/22/2021,Erica Hu,erica19@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56594,3,09/22/2021,Erica Hu,erica19@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56574,1,09/22/2021,Naomi Munoz,naomi7@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56574,2,09/22/2021,Naomi Munoz,naomi7@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56574,3,09/22/2021,Naomi Munoz,naomi7@adventure-works.com,"Long-Sleeve Logo Jersey, XL",1,49.99,3.9992
SO56578,1,09/22/2021,Jennifer Jones,jennifer31@adventure-works.com,"Long-Sleeve Logo Jersey, S",1,49.99,3.9992
SO56578,2,09/22/2021,Jennifer Jones,jennifer31@adventure-works.com,"Racing Socks, M",1,8.99,0.7192
SO56587,1,09/22/2021,Thomas Harrison,thomas25@adventure-works.com,"Mountain-200 Black, 42",1,2294.99,183.5992
SO56587,2,09/22/2021,Thomas Harrison,thomas25@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56587,3,09/22/2021,Thomas Harrison,thomas25@adventure-works.com,"Racing Socks, L",1,8.99,0.7192
SO56579,1,09/22/2021,Bridget Chande,bridget17@adventure-works.com,"Long-Sleeve Logo Jersey, XL",1,49.99,3.9992
SO56586,1,09/22/2021,Mindy Jai,mindy16@adventure-works.com,"Mountain-200 Silver, 46",1,2319.99,185.5992
SO56586,2,09/22/2021,Mindy Jai,mindy16@adventure-works.com,Mountain Bottle Cage,1,9.99,0.7992
SO56540,1,09/22/2021,Jenny Xu,jenny14@adventure-works.com,"Mountain-200 Silver, 46",1,2319.99,185.5992
SO56540,2,09/22/2021,Jenny Xu,jenny14@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56540,3,09/22/2021,Jenny Xu,jenny14@adventure-works.com,Hydration Pack - 70 oz.,1,54.99,4.3992
SO56540,4,09/22/2021,Jenny Xu,jenny14@adventure-works.com,"Sport-100 Helmet, Red",1,34.99,2.7992
SO56543,1,09/22/2021,Theodore Diaz,theodore3@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56567,2,09/22/2021,Warren Gao,warren29@adventure-works.com,"Sport-100 Helmet, Blue",1,34.99,2.7992
SO56567,1,09/22/2021,Warren Gao,warren29@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56562,1,09/22/2021,Morgan Mitchell,morgan8@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56562,2,09/22/2021,Morgan Mitchell,morgan8@adventure-works.com,"Sport-100 Helmet, Red",1,34.99,2.7992
SO56563,1,09/22/2021,Marcus Murphy,marcus91@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56563,2,09/22/2021,Marcus Murphy,marcus91@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56563,3,09/22/2021,Marcus Murphy,marcus91@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56563,4,09/22/2021,Marcus Murphy,marcus91@adventure-works.com,"Classic Vest, S",1,63.5,5.08
SO56575,1,09/22/2021,Margaret Liu,margaret11@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56575,2,09/22/2021,Margaret Liu,margaret11@adventure-works.com,"Sport-100 Helmet, Blue",1,34.99,2.7992
SO56541,1,09/22/2021,Jack Li,jack27@adventure-works.com,"Touring-2000 Blue, 46",1,1214.85,97.188
SO56541,2,09/22/2021,Jack Li,jack27@adventure-works.com,Touring Tire,1,28.99,2.3192
SO56541,3,09/22/2021,Jack Li,jack27@adventure-works.com,Touring Tire Tube,1,4.99,0.3992
SO56542,1,09/22/2021,Alisha Nath,alisha43@adventure-works.com,"Mountain-200 Black, 42",1,2294.99,183.5992
SO56542,2,09/22/2021,Alisha Nath,alisha43@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56576,1,09/22/2021,Jordan Campbell,jordan61@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56576,2,09/22/2021,Jordan Campbell,jordan61@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56576,3,09/22/2021,Jordan Campbell,jordan61@adventure-works.com,"Sport-100 Helmet, Red",1,34.99,2.7992
SO56577,1,09/22/2021,Leah Zheng,leah15@adventure-works.com,AWC Logo Cap,1,8.99,0.7192
SO56582,1,09/22/2021,Kurt Chander,kurt16@adventure-works.com,"Mountain-200 Black, 42",1,2294.99,183.5992
SO56582,2,09/22/2021,Kurt Chander,kurt16@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56582,3,09/22/2021,Kurt Chander,kurt16@adventure-works.com,Mountain Bottle Cage,1,9.99,0.7992
SO56583,2,09/22/2021,Taylor Rogers,taylor3@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56583,1,09/22/2021,Taylor Rogers,taylor3@adventure-works.com,"Mountain-200 Black, 46",1,2294.99,183.5992
SO56584,3,09/22/2021,Jerome Torres,jerome10@adventure-works.com,Hydration Pack - 70 oz.,1,54.99,4.3992
SO56584,1,09/22/2021,Jerome Torres,jerome10@adventure-works.com,"Mountain-200 Black, 46",1,2294.99,183.5992
SO56584,2,09/22/2021,Jerome Torres,jerome10@adventure-works.com,Mountain Bottle Cage,1,9.99,0.7992
SO56585,2,09/22/2021,Robert Hill,robert54@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56585,3,09/22/2021,Robert Hill,robert54@adventure-works.com,"Racing Socks, L",1,8.99,0.7192
SO56585,1,09/22/2021,Robert Hill,robert54@adventure-works.com,"Mountain-200 Silver, 42",1,2319.99,185.5992
SO56592,4,09/22/2021,Christopher Jackson,christopher12@adventure-works.com,AWC Logo Cap,1,8.99,0.7192
SO56592,1,09/22/2021,Christopher Jackson,christopher12@adventure-works.com,"Road-550-W Yellow, 48",1,1120.49,89.6392
SO56592,2,09/22/2021,Christopher Jackson,christopher12@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56592,3,09/22/2021,Christopher Jackson,christopher12@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56569,1,09/22/2021,Arturo Chen,arturo2@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56569,2,09/22/2021,Arturo Chen,arturo2@adventure-works.com,AWC Logo Cap,1,8.99,0.7192
SO56596,1,09/22/2021,Karl Jai,karl12@adventure-works.com,"Road-750 Black, 58",1,539.99,43.1992
SO56596,2,09/22/2021,Karl Jai,karl12@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56596,3,09/22/2021,Karl Jai,karl12@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56545,1,09/22/2021,Marvin Vazquez,marvin15@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56570,1,09/22/2021,Bobby Raman,bobby8@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56571,1,09/22/2021,Louis Li,louis41@adventure-works.com,LL Road Tire,1,21.49,1.7192
SO56571,2,09/22/2021,Louis Li,louis41@adventure-works.com,Road Tire Tube,1,3.99,0.3192
SO56571,3,09/22/2021,Louis Li,louis41@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56564,1,09/22/2021,Catherine Reed,catherine18@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56564,2,09/22/2021,Catherine Reed,catherine18@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56546,1,09/22/2021,Kellie Dominguez,kellie11@adventure-works.com,"Short-Sleeve Classic Jersey, XL",1,53.99,4.3192
SO56550,1,09/22/2021,Armando Carlson,armando18@adventure-works.com,Hydration Pack - 70 oz.,1,54.99,4.3992
SO56550,2,09/22/2021,Armando Carlson,armando18@adventure-works.com,"Long-Sleeve Logo Jersey, L",1,49.99,3.9992
SO56581,1,09/22/2021,Julia Price,julia66@adventure-works.com,"Road-350-W Yellow, 40",1,1700.99,136.0792
SO56581,2,09/22/2021,Julia Price,julia66@adventure-works.com,"Long-Sleeve Logo Jersey, M",1,49.99,3.9992
SO56581,3,09/22/2021,Julia Price,julia66@adventure-works.com,"Half-Finger Gloves, M",1,24.49,1.9592
SO56559,1,09/22/2021,Carson Alexander,carson18@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56566,1,09/22/2021,Lucas Smith,lucas13@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56549,1,09/22/2021,Yolanda She,yolanda0@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56548,1,09/22/2021,Walter Sanz,walter13@adventure-works.com,AWC Logo Cap,1,8.99,0.7192
SO56544,1,09/22/2021,Ajay Solanki,ajay1@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56544,2,09/22/2021,Ajay Solanki,ajay1@adventure-works.com,Hitch Rack - 4-Bike,1,120,9.6
SO56551,1,09/22/2021,Grant Deng,grant3@adventure-works.com,HL Road Tire,1,32.6,2.608
SO56551,2,09/22/2021,Grant Deng,grant3@adventure-works.com,Road Tire Tube,1,3.99,0.3192
SO56590,4,09/22/2021,Levi Malhotra,levi4@adventure-works.com,"Short-Sleeve Classic Jersey, S",1,53.99,4.3192
SO56590,1,09/22/2021,Levi Malhotra,levi4@adventure-works.com,"Road-750 Black, 52",1,539.99,43.1992
SO56590,2,09/22/2021,Levi Malhotra,levi4@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56590,3,09/22/2021,Levi Malhotra,levi4@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56561,1,09/22/2021,Jenna Baker,jenna16@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56561,2,09/22/2021,Jenna Baker,jenna16@adventure-works.com,"Sport-100 Helmet, Red",1,34.99,2.7992
SO56568,1,09/22/2021,Miguel Henderson,miguel51@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56568,2,09/22/2021,Miguel Henderson,miguel51@adventure-works.com,Mountain Bottle Cage,1,9.99,0.7992
SO56568,3,09/22/2021,Miguel Henderson,miguel51@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56568,4,09/22/2021,Miguel Henderson,miguel51@adventure-works.com,AWC Logo Cap,1,8.99,0.7192
SO56565,1,09/22/2021,Jacquelyn Ortega,jacquelyn23@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56565,2,09/22/2021,Jacquelyn Ortega,jacquelyn23@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56565,3,09/22/2021,Jacquelyn Ortega,jacquelyn23@adventure-works.com,Bike Wash - Dissolver,1,7.95,0.636
SO56560,1,09/22/2021,Isabella Lewis,isabella77@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56560,2,09/22/2021,Isabella Lewis,isabella77@adventure-works.com,Hydration Pack - 70 oz.,1,54.99,4.3992
SO56560,3,09/22/2021,Isabella Lewis,isabella77@adventure-works.com,Bike Wash - Dissolver,1,7.95,0.636
SO56573,1,09/22/2021,Nicolas Xu,nicolas3@adventure-works.com,LL Road Tire,1,21.49,1.7192
SO56573,2,09/22/2021,Nicolas Xu,nicolas3@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56588,2,09/22/2021,Ross Prasad,ross9@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56588,3,09/22/2021,Ross Prasad,ross9@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56588,1,09/22/2021,Ross Prasad,ross9@adventure-works.com,"Touring-1000 Blue, 60",1,2384.07,190.7256
SO56597,1,09/22/2021,Jermaine Subram,jermaine11@adventure-works.com,"Touring-1000 Blue, 46",1,2384.07,190.7256
SO56597,2,09/22/2021,Jermaine Subram,jermaine11@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56597,3,09/22/2021,Jermaine Subram,jermaine11@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56597,4,09/22/2021,Jermaine Subram,jermaine11@adventure-works.com,"Short-Sleeve Classic Jersey, S",1,53.99,4.3192
SO56598,1,09/22/2021,Marvin Gomez,marvin1@adventure-works.com,"Touring-3000 Blue, 58",1,742.35,59.388
SO56598,2,09/22/2021,Marvin Gomez,marvin1@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56598,3,09/22/2021,Marvin Gomez,marvin1@adventure-works.com,"Short-Sleeve Classic Jersey, M",1,53.99,4.3192
SO56625,1,09/23/2021,Michael Robinson,michael50@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56625,2,09/23/2021,Michael Robinson,michael50@adventure-works.com,Hydration Pack - 70 oz.,1,54.99,4.3992
SO56636,1,09/23/2021,Abigail Ramirez,abigail20@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56636,2,09/23/2021,Abigail Ramirez,abigail20@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56600,1,09/23/2021,Marco Sara,marco11@adventure-works.com,ML Mountain Tire,1,29.99,2.3992
SO56600,2,09/23/2021,Marco Sara,marco11@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56600,3,09/23/2021,Marco Sara,marco11@adventure-works.com,"Sport-100 Helmet, Blue",1,34.99,2.7992
SO56600,4,09/23/2021,Marco Sara,marco11@adventure-works.com,"Half-Finger Gloves, L",1,24.49,1.9592
SO56624,1,09/23/2021,Wyatt Wilson,wyatt7@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56624,2,09/23/2021,Wyatt Wilson,wyatt7@adventure-works.com,"Sport-100 Helmet, Red",1,34.99,2.7992
SO56624,3,09/23/2021,Wyatt Wilson,wyatt7@adventure-works.com,"Classic Vest, M",1,63.5,5.08
SO56603,2,09/23/2021,Bruce Madan,bruce6@adventure-works.com,"Sport-100 Helmet, Blue",1,34.99,2.7992
SO56603,1,09/23/2021,Bruce Madan,bruce6@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56602,1,09/23/2021,Corey Sharma,corey9@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56602,2,09/23/2021,Corey Sharma,corey9@adventure-works.com,"Sport-100 Helmet, Red",1,34.99,2.7992
SO56607,1,09/23/2021,Kaitlin Rana,kaitlin11@adventure-works.com,"Road-350-W Yellow, 40",1,1700.99,136.0792
SO56607,2,09/23/2021,Kaitlin Rana,kaitlin11@adventure-works.com,"Sport-100 Helmet, Blue",1,34.99,2.7992
SO56605,1,09/23/2021,Henry Sullivan,henry14@adventure-works.com,LL Road Tire,1,21.49,1.7192
SO56605,2,09/23/2021,Henry Sullivan,henry14@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56642,1,09/23/2021,Kaitlin Gonzalez,kaitlin17@adventure-works.com,"Road-750 Black, 52",1,539.99,43.1992
SO56642,2,09/23/2021,Kaitlin Gonzalez,kaitlin17@adventure-works.com,LL Road Tire,1,21.49,1.7192
SO56642,3,09/23/2021,Kaitlin Gonzalez,kaitlin17@adventure-works.com,Road Tire Tube,1,3.99,0.3192
SO56604,1,09/23/2021,Tracy Deng,tracy3@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56604,2,09/23/2021,Tracy Deng,tracy3@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56629,1,09/23/2021,Orlando Muï¿½oz,orlando7@adventure-works.com,LL Road Tire,1,21.49,1.7192
SO56617,1,09/23/2021,Sara Green,sara41@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56617,2,09/23/2021,Sara Green,sara41@adventure-works.com,Mountain Bottle Cage,1,9.99,0.7992
SO56628,1,09/23/2021,Edgar Vance,edgar4@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56621,1,09/23/2021,Mary Peterson,mary13@adventure-works.com,"Women's Mountain Shorts, L",1,69.99,5.5992
SO56621,2,09/23/2021,Mary Peterson,mary13@adventure-works.com,"Racing Socks, M",1,8.99,0.7192
SO56640,1,09/23/2021,Katelyn Richardson,katelyn8@adventure-works.com,"Road-250 Red, 58",1,2443.35,195.468
SO56640,2,09/23/2021,Katelyn Richardson,katelyn8@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56640,3,09/23/2021,Katelyn Richardson,katelyn8@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56622,1,09/23/2021,Katherine Hughes,katherine37@adventure-works.com,"Women's Mountain Shorts, M",1,69.99,5.5992
SO56620,1,09/23/2021,Eric Sharma,eric38@adventure-works.com,"Women's Mountain Shorts, M",1,69.99,5.5992
SO56618,1,09/23/2021,Megan Rogers,megan30@adventure-works.com,"Women's Mountain Shorts, M",1,69.99,5.5992
SO56623,1,09/23/2021,Kevin Phillips,kevin43@adventure-works.com,AWC Logo Cap,1,8.99,0.7192
SO56623,2,09/23/2021,Kevin Phillips,kevin43@adventure-works.com,"Women's Mountain Shorts, S",1,69.99,5.5992
SO56601,3,09/23/2021,Luis Li,luis26@adventure-works.com,"Half-Finger Gloves, M",1,24.49,1.9592
SO56601,1,09/23/2021,Luis Li,luis26@adventure-works.com,ML Mountain Tire,1,29.99,2.3992
SO56601,2,09/23/2021,Luis Li,luis26@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56641,1,09/23/2021,Michael Martinez,michael49@adventure-works.com,"Road-550-W Yellow, 40",1,1120.49,89.6392
SO56608,2,09/23/2021,Dominic Prasad,dominic9@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56608,3,09/23/2021,Dominic Prasad,dominic9@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56608,1,09/23/2021,Dominic Prasad,dominic9@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56637,1,09/23/2021,Grace Harris,grace13@adventure-works.com,"Mountain-200 Black, 46",1,2294.99,183.5992
SO56637,2,09/23/2021,Grace Harris,grace13@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56637,3,09/23/2021,Grace Harris,grace13@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56619,1,09/23/2021,Rebekah Gomez,rebekah21@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56619,2,09/23/2021,Rebekah Gomez,rebekah21@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56626,1,09/23/2021,Alexis Wood,alexis24@adventure-works.com,"Racing Socks, M",1,8.99,0.7192
SO56626,2,09/23/2021,Alexis Wood,alexis24@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56606,1,09/23/2021,Carl Chander,carl15@adventure-works.com,"Long-Sleeve Logo Jersey, XL",1,49.99,3.9992
SO56606,2,09/23/2021,Carl Chander,carl15@adventure-works.com,"Half-Finger Gloves, S",1,24.49,1.9592
SO56627,2,09/23/2021,Damien Jai,damien27@adventure-works.com,"Short-Sleeve Classic Jersey, S",1,53.99,4.3192
SO56627,1,09/23/2021,Damien Jai,damien27@adventure-works.com,"Women's Mountain Shorts, M",1,69.99,5.5992
SO56643,3,09/23/2021,Ashlee Deng,ashlee8@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
SO56643,4,09/23/2021,Ashlee Deng,ashlee8@adventure-works.com,"Half-Finger Gloves, L",1,24.49,1.9592
SO56643,1,09/23/2021,Ashlee Deng,ashlee8@adventure-works.com,"Touring-1000 Yellow, 54",1,2384.07,190.7256
SO56643,2,09/23/2021,Ashlee Deng,ashlee8@adventure-works.com,Road Bottle Cage,1,8.99,0.7192
SO56633,1,09/23/2021,Garrett Travers,garrett9@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56614,1,09/23/2021,Katelyn Lopez,katelyn45@adventure-works.com,LL Mountain Tire,1,24.99,1.9992
SO56614,2,09/23/2021,Katelyn Lopez,katelyn45@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56614,3,09/23/2021,Katelyn Lopez,katelyn45@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56635,2,09/23/2021,Blake Garcia,blake16@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56635,1,09/23/2021,Blake Garcia,blake16@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56634,1,09/23/2021,Jacob White,jacob11@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56634,2,09/23/2021,Jacob White,jacob11@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56634,3,09/23/2021,Jacob White,jacob11@adventure-works.com,Fender Set - Mountain,1,21.98,1.7584
SO56599,1,09/23/2021,Julie Raje,julie19@adventure-works.com,"Mountain-200 Black, 38",1,2294.99,183.5992
SO56599,2,09/23/2021,Julie Raje,julie19@adventure-works.com,HL Mountain Tire,1,35,2.8
SO56599,3,09/23/2021,Julie Raje,julie19@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56615,1,09/23/2021,Kaitlyn Scott,kaitlyn11@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56615,2,09/23/2021,Kaitlyn Scott,kaitlyn11@adventure-works.com,ML Mountain Tire,1,29.99,2.3992
SO56615,3,09/23/2021,Kaitlyn Scott,kaitlyn11@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56609,1,09/23/2021,Julia Garcia,julia38@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56610,1,09/23/2021,Eduardo Patterson,eduardo55@adventure-works.com,Touring Tire,1,28.99,2.3192
SO56612,1,09/23/2021,Hailey Patterson,hailey30@adventure-works.com,Touring Tire Tube,1,4.99,0.3992
SO56612,2,09/23/2021,Hailey Patterson,hailey30@adventure-works.com,"Sport-100 Helmet, Red",1,34.99,2.7992
SO56611,1,09/23/2021,Nancy Chapman,nancy7@adventure-works.com,LL Road Tire,1,21.49,1.7192
SO56611,2,09/23/2021,Nancy Chapman,nancy7@adventure-works.com,Road Tire Tube,1,3.99,0.3192
SO56611,3,09/23/2021,Nancy Chapman,nancy7@adventure-works.com,"Sport-100 Helmet, Black",1,34.99,2.7992
SO56616,1,09/23/2021,Ashley Robinson,ashley19@adventure-works.com,ML Mountain Tire,1,29.99,2.3992
SO56616,2,09/23/2021,Ashley Robinson,ashley19@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56630,1,09/23/2021,Micheal Serrano,micheal12@adventure-works.com,LL Road Tire,1,21.49,1.7192
SO56630,2,09/23/2021,Micheal Serrano,micheal12@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56639,2,09/23/2021,Kristi Madan,kristi24@adventure-works.com,Touring Tire Tube,1,4.99,0.3992
SO56639,3,09/23/2021,Kristi Madan,kristi24@adventure-works.com,Touring Tire,1,28.99,2.3192
SO56639,4,09/23/2021,Kristi Madan,kristi24@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56639,1,09/23/2021,Kristi Madan,kristi24@adventure-works.com,"Touring-1000 Yellow, 46",1,2384.07,190.7256
SO56631,1,09/23/2021,Stanley Rodriguez,stanley21@adventure-works.com,Touring Tire,1,28.99,2.3192
SO56631,2,09/23/2021,Stanley Rodriguez,stanley21@adventure-works.com,Touring Tire Tube,1,4.99,0.3992
SO56631,3,09/23/2021,Stanley Rodriguez,stanley21@adventure-works.com,"Sport-100 Helmet, Blue",1,34.99,2.7992
SO56638,4,09/23/2021,Marc Hernandez,marc7@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56638,1,09/23/2021,Marc Hernandez,marc7@adventure-works.com,"Touring-3000 Blue, 62",1,742.35,59.388
SO56638,2,09/23/2021,Marc Hernandez,marc7@adventure-works.com,Touring Tire Tube,1,4.99,0.3992
SO56638,3,09/23/2021,Marc Hernandez,marc7@adventure-works.com,Touring Tire,1,28.99,2.3192
SO56613,1,09/23/2021,Brittany Henderson,brittany4@adventure-works.com,LL Mountain Tire,1,24.99,1.9992
SO56613,2,09/23/2021,Brittany Henderson,brittany4@adventure-works.com,Mountain Tire Tube,1,4.99,0.3992
SO56613,3,09/23/2021,Brittany Henderson,brittany4@adventure-works.com,"Sport-100 Helmet, Red",1,34.99,2.7992
SO56613,4,09/23/2021,Brittany Henderson,brittany4@adventure-works.com,"Half-Finger Gloves, L",1,24.49,1.9592
SO56632,1,09/23/2021,Jill Dominguez,jill20@adventure-works.com,Touring Tire,1,28.99,2.3192
SO56632,2,09/23/2021,Jill Dominguez,jill20@adventure-works.com,Touring Tire Tube,1,4.99,0.3992
SO56632,3,09/23/2021,Jill Dominguez,jill20@adventure-works.com,Patch Kit/8 Patches,1,2.29,0.1832
SO56649,1,09/24/2021,Shawna Pal,shawna13@adventure-works.com,"Road-350-W Yellow, 44",1,1700.99,136.0792
SO56649,2,09/24/2021,Shawna Pal,shawna13@adventure-works.com,ML Road Tire,1,24.99,1.9992
SO56649,3,09/24/2021,Shawna Pal,shawna13@adventure-works.com,"Classic Vest, L",1,63.5,5.08
SO56649,4,09/24/2021,Shawna Pal,shawna13@adventure-works.com,Road Tire Tube,1,3.99,0.3192
SO56657,1,09/24/2021,Jordan Ross,jordan0@adventure-works.com,HL Road Tire,1,32.6,2.608
SO56670,1,09/24/2021,Kimberly Cooper,kimberly12@adventure-works.com,Water Bottle - 30 oz.,1,4.99,0.3992
